,SalePrice,Fireplaces,OverallCond,OverallQual,TotalBsmtSF,CentralAir,PouredConcrete,ConcreteBlock,Deck,TotalSF,Location,BsmtLivArea,Age,FlatLandContour,HighQualKitchen,MultipleFloors,NearRailroad,ZoningHighDensity,ExterScore,Bathrooms,OffSiteFeatures,Pool,FlatRoof,HasGarage,ZoningFloatVillage
218,131500,0,4,5,1039.0,1,1,0,0,1880.0,1,841.0,45,1,0,0,0,0,1.853432616936364,2.5,0,0,0,1,0
219,121500,1,6,5,1392.0,1,0,1,0,2694.0,1,1302.0,53,1,0,0,0,0,1.853432616936364,2.5,0,0,0,1,0
220,125000,1,5,5,912.0,1,0,1,0,1754.0,1,842.0,43,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
221,154000,1,8,5,1060.0,1,0,1,1,1916.0,1,856.0,42,1,0,0,0,0,2.1771985454282605,2.0,0,0,0,1,0
222,137900,0,7,5,864.0,1,0,1,0,1606.0,1,714.0,44,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
223,158000,0,7,6,663.0,1,0,1,1,1723.0,1,371.0,41,1,0,1,0,0,1.853432616936364,1.5,0,0,0,1,0
224,137250,0,5,5,864.0,1,0,1,1,1639.0,1,775.0,42,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
225,160250,2,5,5,1319.0,1,0,1,0,2692.0,1,1319.0,32,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
226,163000,2,5,5,720.0,1,0,1,1,2160.0,1,720.0,42,1,0,1,0,0,2.1771985454282605,1.5,0,0,0,1,0
228,328000,0,5,7,1306.0,1,1,0,1,3461.0,2,1201.0,14,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
229,270000,2,7,7,1420.0,1,0,1,1,2575.0,2,1092.0,33,0,0,0,0,0,2.471243489248485,2.5,0,0,0,1,0
230,85000,0,4,4,660.0,0,0,0,1,756.0,1,0.0,83,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
231,128000,0,7,4,1067.0,1,0,1,1,1509.0,1,442.0,60,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
232,260000,1,6,7,1332.0,1,1,0,1,2782.0,2,1258.0,31,0,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
233,230000,1,5,6,1117.0,1,1,0,1,2945.0,2,964.0,32,0,0,1,0,0,1.853432616936364,3.5,0,0,0,1,0
234,124000,1,4,3,972.0,1,0,1,0,2582.0,1,972.0,72,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
236,144500,1,7,6,663.0,1,0,1,0,1565.0,1,491.0,60,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
237,129000,0,6,5,1144.0,1,0,1,1,1883.0,1,739.0,54,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
238,127000,1,6,4,756.0,1,0,1,0,1723.0,1,192.0,63,0,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
239,128000,0,7,5,1172.0,1,0,1,1,2126.0,1,954.0,56,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
240,186000,0,5,6,1212.0,1,1,0,1,1248.0,1,36.0,1,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
241,308030,2,5,7,1508.0,1,1,0,0,2854.0,1,1346.0,1,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
242,114000,0,3,5,1250.0,1,0,1,0,1298.0,1,0.0,46,1,0,0,0,0,1.5296666884444674,2.0,0,0,0,1,0
244,178000,1,5,6,741.0,1,0,1,1,1732.0,3,0.0,25,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
245,270000,2,5,7,1433.0,1,0,1,0,2866.0,3,1433.0,23,0,0,0,0,0,2.1474775607565886,2.5,0,0,0,1,0
246,218000,1,7,6,946.0,1,1,0,1,2662.0,3,860.0,17,1,0,1,0,0,2.471243489248485,3.0,0,0,0,1,0
247,236000,1,5,7,1050.0,1,1,0,1,2699.0,3,750.0,17,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
248,147000,0,6,6,936.0,1,1,0,1,1743.0,3,747.0,18,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
249,245350,0,5,8,1694.0,1,1,0,1,1694.0,3,0.0,2,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
250,206000,0,5,7,1187.0,1,1,0,1,1894.0,3,686.0,4,1,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
251,198900,0,5,7,1226.0,1,1,0,0,1226.0,3,0.0,1,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
252,187000,0,5,7,1222.0,1,1,0,0,1246.0,3,24.0,0,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
254,138500,0,8,6,676.0,1,1,0,0,1445.0,3,0.0,110,1,0,1,0,0,1.853432616936364,2.0,0,0,0,1,0
255,155000,0,7,6,1010.0,1,0,1,0,1556.0,2,504.0,39,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
256,159000,0,5,5,870.0,1,1,0,1,1835.0,3,870.0,14,1,0,0,0,0,2.1771985454282605,2.0,0,0,0,1,0
257,191000,1,5,7,878.0,1,1,0,0,2045.0,3,353.0,13,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
258,200500,0,5,6,804.0,1,1,0,0,2187.0,3,505.0,12,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
259,150000,0,8,5,1026.0,1,0,1,1,1912.0,3,886.0,33,1,0,0,0,0,2.471243489248485,2.5,0,0,0,1,0
260,161750,0,7,6,689.0,1,0,1,0,1770.0,3,378.0,33,1,0,1,0,0,1.853432616936364,1.5,0,0,0,1,0
261,128200,0,6,5,894.0,1,0,1,1,1788.0,3,894.0,34,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
262,127000,0,6,5,876.0,1,0,1,0,1356.0,3,480.0,38,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
263,318000,1,5,8,1978.0,1,1,0,1,3660.0,3,1682.0,7,1,0,0,0,0,2.1474775607565886,3.5,0,0,0,1,0
264,272000,1,5,8,1581.0,1,1,0,1,2959.0,3,1358.0,9,1,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
265,237000,1,6,7,941.0,1,1,0,1,2312.0,3,483.0,7,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
266,240000,1,5,7,1040.0,1,1,0,1,2098.0,3,0.0,13,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
267,224900,0,5,7,1649.0,1,1,0,0,1661.0,3,0.0,12,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
268,143750,0,5,6,848.0,1,1,0,1,1520.0,3,672.0,7,1,0,0,0,1,2.1474775607565886,2.0,0,0,0,1,0
269,143000,0,5,6,848.0,1,1,0,1,1510.0,3,662.0,6,1,0,0,0,1,2.1474775607565886,2.0,0,0,0,1,0
270,232000,1,5,8,1657.0,1,1,0,0,3010.0,3,1342.0,7,1,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
271,213000,0,5,7,1473.0,1,1,0,0,2196.0,3,712.0,6,1,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
272,185500,0,5,7,1414.0,1,1,0,1,1438.0,3,24.0,6,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
273,84900,0,6,3,0.0,0,0,1,0,640.0,1,0.0,65,1,0,0,0,0,2.1771985454282605,1.0,0,0,0,1,0
275,100000,0,5,5,0.0,0,0,1,0,1664.0,1,0.0,45,1,0,0,0,0,1.853432616936364,2.0,0,0,0,0,0
276,144000,0,6,5,1196.0,1,0,1,1,2266.0,1,1070.0,42,0,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
278,125200,1,6,6,1008.0,1,0,1,0,1624.0,1,528.0,35,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
280,90000,0,5,4,960.0,1,0,1,0,960.0,1,0.0,52,0,0,0,0,0,1.853432616936364,1.0,0,0,0,0,0
281,140000,0,5,4,1121.0,1,1,0,1,1121.0,1,0.0,7,1,0,0,0,1,1.853432616936364,2.0,0,0,0,1,0
282,113000,1,4,6,735.0,1,0,1,0,1581.0,1,94.0,65,1,0,1,0,0,1.853432616936364,1.5,0,0,0,1,0
283,80000,0,4,4,672.0,0,0,0,0,1272.0,1,348.0,69,1,0,1,0,0,1.5296666884444674,2.0,0,0,0,1,0
284,144500,1,6,5,1216.0,1,0,1,1,1909.0,1,383.0,53,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
285,104000,1,6,5,1107.0,0,0,0,0,1429.0,1,133.0,86,0,0,0,1,0,1.853432616936364,2.0,0,0,0,1,0
286,128000,0,4,6,806.0,0,1,0,0,1647.0,1,0.0,95,0,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
287,58500,0,3,3,864.0,0,0,0,0,1067.0,1,203.0,96,1,0,0,0,0,1.5296666884444674,2.0,0,0,0,1,0
288,127000,1,6,5,1026.0,1,0,0,0,1909.0,1,218.0,86,1,0,1,0,0,1.853432616936364,2.0,0,0,0,1,0
289,126000,1,6,6,856.0,1,0,1,0,1094.0,1,238.0,71,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
290,160000,0,6,4,0.0,1,0,0,0,2650.0,1,0.0,43,1,0,1,0,1,1.853432616936364,3.0,0,0,1,0,0
291,100000,1,2,5,894.0,1,1,0,0,1666.0,1,0.0,79,1,0,1,0,0,1.853432616936364,2.0,0,0,0,0,0
292,169000,1,7,6,804.0,1,1,0,1,2447.0,1,0.0,91,1,0,1,0,0,1.853432616936364,2.0,0,0,0,1,0
293,257500,2,6,7,1528.0,1,0,0,0,2811.0,3,678.0,69,1,0,1,0,0,2.471243489248485,2.5,0,0,0,1,0
294,215000,0,6,5,1032.0,1,0,1,0,2552.0,3,375.0,60,1,0,1,0,0,2.1771985454282605,2.5,0,0,0,1,0
295,266500,2,9,7,1152.0,1,0,0,0,2615.0,3,275.0,69,1,0,1,0,0,2.7652884330687098,2.0,0,0,0,1,0
296,335000,2,8,7,1902.0,1,1,0,0,3308.0,3,1406.0,51,1,1,0,0,0,2.471243489248485,3.0,1,0,0,1,0
297,203135,0,6,7,423.0,1,1,0,0,1995.0,3,343.0,16,1,0,1,0,0,1.853432616936364,3.5,0,0,0,1,0
298,185000,1,6,8,982.0,1,0,1,1,1781.0,3,747.0,21,0,0,0,0,1,2.1474775607565886,2.0,0,0,0,1,0
299,162500,1,5,8,1191.0,1,0,1,1,1267.0,3,76.0,21,0,0,0,0,1,2.1474775607565886,2.0,0,0,0,1,0
300,289000,2,8,7,1501.0,1,0,1,0,3048.0,3,1247.0,51,1,0,0,0,0,1.853432616936364,3.0,0,0,0,1,0
301,125500,0,8,4,796.0,1,0,0,0,1889.0,1,735.0,88,1,0,1,0,1,2.1771985454282605,2.0,0,0,0,1,0
302,82000,0,5,2,480.0,1,0,0,0,1020.0,1,480.0,69,1,0,0,0,1,1.853432616936364,1.0,0,0,0,1,0
303,110000,0,5,6,629.0,1,0,0,0,1415.0,1,308.0,89,0,0,1,0,1,1.853432616936364,1.0,0,0,0,1,0
308,246000,1,5,8,1594.0,1,1,0,1,3019.0,3,1373.0,6,0,0,0,1,1,2.1474775607565886,3.5,0,0,0,1,0
309,254900,1,5,8,1049.0,1,1,0,0,2531.0,2,615.0,12,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
310,190000,1,7,6,1243.0,1,0,1,1,1964.0,2,679.0,33,1,0,0,0,0,1.853432616936364,2.5,0,0,0,1,0
311,201000,0,5,7,1560.0,1,1,0,1,1560.0,2,0.0,7,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
312,169900,0,5,6,1012.0,1,0,1,0,1573.0,2,539.0,34,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
313,170000,0,5,6,1958.0,1,0,1,0,2048.0,2,0.0,34,1,0,0,0,0,1.853432616936364,3.0,0,0,0,1,0
314,160000,2,5,5,747.0,1,0,1,0,2374.0,3,687.0,62,0,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
315,220000,1,5,7,1336.0,1,1,0,1,1424.0,3,78.0,2,1,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
316,179781,0,5,7,1214.0,1,1,0,0,1214.0,3,0.0,1,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
317,174000,0,5,5,384.0,1,1,0,1,1444.0,3,0.0,4,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
318,269500,1,5,8,774.0,1,1,0,0,1968.0,3,0.0,1,1,1,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
319,214900,1,5,7,817.0,1,1,0,0,2518.0,3,624.0,8,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
320,202900,0,5,8,967.0,1,1,0,1,1908.0,3,0.0,8,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
321,378500,1,5,9,2002.0,1,1,0,1,2018.0,3,0.0,2,0,1,0,0,0,2.441522504576813,2.0,0,0,0,1,0
322,169000,1,5,5,1068.0,1,0,1,0,1306.0,2,42.0,45,0,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
323,173500,0,5,5,1430.0,1,1,0,0,1430.0,2,0.0,6,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
324,139000,0,5,6,912.0,1,0,1,1,1824.0,2,0.0,39,0,0,1,0,0,1.853432616936364,3.0,0,0,0,0,0
325,166500,1,5,5,1344.0,1,1,0,1,1344.0,2,0.0,11,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
326,83500,0,5,4,546.0,1,0,1,1,1426.0,1,334.0,37,1,0,1,0,1,1.853432616936364,1.5,0,0,0,1,0
327,119500,1,6,5,945.0,1,0,1,1,1860.0,1,915.0,37,0,0,0,0,1,1.853432616936364,2.5,0,0,0,1,0
328,85000,0,3,5,536.0,1,0,1,1,1473.0,1,361.0,34,1,0,1,0,1,1.853432616936364,1.5,0,0,0,1,0
329,76000,0,7,4,546.0,1,0,1,1,1268.0,1,176.0,40,1,0,1,0,1,1.853432616936364,1.5,0,0,0,0,0
330,75500,0,6,4,630.0,1,0,1,1,1260.0,1,630.0,38,1,0,0,0,1,1.853432616936364,2.0,0,0,0,0,0
331,88250,0,4,4,546.0,1,0,1,0,1092.0,1,0.0,40,1,0,1,0,1,1.853432616936364,1.5,0,0,0,0,0
332,85500,0,6,4,546.0,1,0,1,0,1386.0,1,294.0,38,1,0,1,0,1,1.853432616936364,1.5,0,0,0,1,0
333,130000,0,7,5,864.0,1,0,1,0,1343.0,2,469.0,39,1,0,0,0,0,2.1771985454282605,1.0,0,0,0,1,0
334,157900,0,7,5,1188.0,1,0,1,1,1781.0,2,593.0,48,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
335,149900,0,7,5,833.0,1,0,1,1,1630.0,2,797.0,26,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
336,159000,0,2,5,1216.0,1,1,0,1,2432.0,2,0.0,25,1,0,1,0,0,1.2059007599525708,5.0,0,0,0,1,0
337,136000,0,5,5,624.0,1,1,0,1,1732.0,2,458.0,19,1,0,1,0,0,1.853432616936364,1.5,0,0,0,1,0
338,161000,0,5,5,864.0,1,0,1,1,1955.0,2,476.0,41,1,0,1,0,0,1.853432616936364,2.0,0,0,0,1,0
339,285000,2,5,8,1679.0,1,1,0,1,3428.0,2,1625.0,16,1,0,0,0,0,2.471243489248485,4.0,0,0,0,1,0
340,231000,1,5,6,1152.0,1,1,0,1,2741.0,2,944.0,17,1,0,1,0,0,2.471243489248485,3.5,0,0,0,1,0
341,124500,0,5,6,882.0,1,0,1,0,1446.0,2,564.0,53,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
342,157000,1,5,6,1434.0,1,0,1,1,2278.0,2,844.0,35,1,0,0,0,0,1.853432616936364,3.0,0,0,0,1,0
343,345000,3,7,8,1952.0,1,0,1,1,4114.0,2,1410.0,37,1,1,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
344,189500,1,5,6,945.0,1,1,0,1,2455.0,2,847.0,12,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
345,270000,1,5,8,1008.0,1,1,0,1,3133.0,2,850.0,6,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
346,189000,1,5,7,384.0,1,1,0,1,1912.0,2,284.0,13,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
347,377500,2,5,9,1746.0,1,1,0,1,3066.0,2,1320.0,3,0,1,0,0,0,2.441522504576813,3.0,0,0,0,1,0
348,168500,1,5,7,384.0,1,1,0,1,1474.0,2,0.0,14,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
349,375000,1,5,8,2208.0,1,1,0,1,4487.0,4,1965.0,5,1,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
350,278000,1,5,8,1501.0,1,1,0,1,2817.0,4,1158.0,9,1,1,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
351,240000,0,5,8,1418.0,1,1,0,1,1819.0,4,341.0,11,1,0,0,0,0,1.853432616936364,3.0,0,0,0,1,0
352,239500,0,5,8,1587.0,1,1,0,1,2475.0,4,741.0,14,1,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
353,177500,1,5,7,384.0,1,1,0,1,1571.0,2,189.0,11,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
354,185000,1,5,7,832.0,1,1,0,0,1718.0,2,0.0,11,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
355,191000,1,5,6,952.0,1,1,0,0,2112.0,2,476.0,11,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
356,178000,1,7,6,799.0,1,1,0,0,1571.0,2,0.0,16,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
357,185000,1,8,6,680.0,1,1,0,1,1780.0,2,310.0,16,1,0,1,0,0,2.7652884330687098,2.5,0,0,0,1,0
358,181316,1,5,6,707.0,1,1,0,0,2116.0,2,600.0,15,1,0,1,0,0,1.853432616936364,3.5,0,0,0,1,0
359,166000,1,5,6,1181.0,1,1,0,0,1190.0,2,0.0,16,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
360,178000,1,5,6,808.0,1,1,0,1,1593.0,2,0.0,17,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
361,174000,1,5,6,702.0,1,1,0,0,1481.0,2,0.0,15,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
362,173000,0,6,6,1158.0,1,1,0,1,1727.0,2,560.0,17,1,0,0,0,0,1.853432616936364,3.0,0,0,0,1,0
363,225000,1,5,7,978.0,1,1,0,0,2677.0,2,694.0,10,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
364,180500,0,5,7,1424.0,1,1,0,0,1442.0,2,0.0,19,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
367,372500,1,5,8,2046.0,1,1,0,1,2046.0,4,0.0,1,1,0,0,0,0,2.1474775607565886,2.5,0,0,0,1,0
368,260000,1,5,7,1530.0,1,1,0,1,2804.0,4,1274.0,4,0,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
369,185000,1,6,5,1122.0,1,1,0,0,2334.0,2,400.0,32,1,0,1,0,0,1.853432616936364,3.5,0,0,0,1,0
370,260000,1,7,7,845.0,1,0,1,1,3045.0,3,692.0,29,1,1,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
371,181000,1,5,6,1362.0,1,0,1,1,1586.0,3,0.0,30,1,0,0,0,0,2.1771985454282605,2.0,0,0,0,1,0
373,215000,1,7,6,1602.0,1,0,1,1,2848.0,3,1246.0,32,1,0,0,0,0,2.1474775607565886,2.5,0,0,0,1,0
375,200000,1,6,6,1427.0,1,1,0,1,2034.0,3,363.0,31,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
376,249000,1,7,7,1043.0,1,0,1,1,3275.0,3,602.0,29,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
377,187500,2,5,7,1372.0,1,0,1,1,2508.0,3,1036.0,29,1,0,0,0,0,1.853432616936364,3.0,0,0,0,1,0
378,184000,1,5,6,1140.0,1,1,0,0,2539.0,3,832.0,31,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
382,197500,1,7,5,780.0,1,0,1,1,2249.0,3,381.0,33,1,0,1,0,0,2.1771985454282605,3.5,1,0,0,1,0
383,240900,1,5,7,926.0,1,1,0,0,2506.0,4,622.0,6,1,1,1,0,0,2.1474775607565886,3.5,0,0,0,1,1
384,263435,0,5,8,832.0,1,1,0,0,2479.0,4,544.0,0,1,0,1,1,0,2.1474775607565886,3.5,0,0,0,1,1
385,220000,1,5,8,1058.0,1,1,0,0,1874.0,4,0.0,9,1,0,1,1,0,2.1474775607565886,2.5,0,0,0,1,1
386,235000,1,5,8,972.0,1,1,0,1,2312.0,4,501.0,7,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,1
387,213000,2,7,5,1621.0,1,0,1,0,3122.0,3,1501.0,34,1,0,0,0,0,1.853432616936364,3.0,1,0,0,1,0
388,167900,1,6,6,1116.0,1,0,1,0,2004.0,3,888.0,35,1,0,0,0,0,1.853432616936364,3.0,0,0,0,1,0
389,158000,1,5,7,1176.0,1,0,1,1,1829.0,3,636.0,34,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
390,165000,1,5,6,1064.0,1,0,1,0,1350.0,3,0.0,35,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
392,136000,0,5,5,896.0,1,0,1,1,1792.0,2,0.0,35,1,0,1,0,0,1.853432616936364,3.0,0,0,0,0,0
393,148500,0,6,5,1002.0,1,0,1,0,1830.0,2,828.0,39,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
394,156000,0,8,6,1026.0,1,0,1,1,1937.0,2,911.0,40,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
395,128000,0,5,5,1180.0,1,0,1,0,1180.0,2,0.0,39,1,0,0,0,0,1.853432616936364,1.5,0,0,0,1,0
396,143000,0,7,5,1043.0,1,0,1,0,1550.0,2,500.0,38,1,0,0,0,0,1.853432616936364,2.5,0,0,0,1,0
398,120500,0,6,4,864.0,1,0,1,1,1478.0,2,614.0,39,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
399,124500,0,7,4,864.0,1,0,1,0,1055.0,2,191.0,39,1,0,0,0,0,2.1771985454282605,1.0,0,0,0,1,0
401,130000,0,7,4,864.0,1,0,1,1,1104.0,2,240.0,38,1,0,0,0,0,2.1771985454282605,1.0,0,0,0,1,0
402,111000,0,5,6,483.0,1,0,1,0,1241.0,1,254.0,36,1,0,1,0,1,1.853432616936364,2.5,0,0,0,1,0
403,125000,0,6,5,765.0,1,0,1,0,2130.0,1,765.0,39,1,0,1,0,1,1.853432616936364,1.5,0,0,0,1,0
405,97000,0,6,6,483.0,1,0,1,0,1391.0,1,404.0,37,1,0,1,0,1,1.853432616936364,2.5,0,0,0,1,0
406,118000,0,8,6,483.0,1,0,1,1,1149.0,1,162.0,37,1,0,1,0,1,1.853432616936364,1.5,0,0,0,1,0
407,119500,0,7,5,630.0,1,0,1,1,1533.0,1,231.0,37,1,0,1,0,1,1.853432616936364,2.5,0,0,0,1,0
408,143750,0,6,6,958.0,1,0,1,0,1916.0,2,958.0,33,1,0,0,0,0,1.853432616936364,2.0,0,0,0,1,0
409,146000,1,5,6,804.0,1,0,1,1,1854.0,2,306.0,33,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
410,148500,1,6,6,855.0,1,0,1,1,2022.0,2,566.0,33,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
411,123000,1,5,7,1057.0,1,0,1,0,2112.0,2,1057.0,34,1,0,0,0,0,1.853432616936364,2.5,0,0,0,1,0
412,147000,1,5,6,855.0,1,0,1,1,2074.0,2,752.0,35,1,0,1,0,0,1.853432616936364,3.0,0,0,0,1,0
413,137900,1,5,6,855.0,1,0,1,0,1845.0,2,389.0,32,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
414,147000,1,5,6,804.0,1,0,1,1,1868.0,2,320.0,31,1,0,1,0,0,1.853432616936364,3.0,0,0,0,1,0
415,148500,1,6,6,855.0,1,0,1,1,1752.0,2,311.0,31,1,0,1,0,0,1.853432616936364,2.5,0,0,0,1,0
416,138000,1,5,6,855.0,1,0,1,1,1735.0,2,279.0,31,1,0,1,0,0,2.1474775607565886,2.5,0,0,0,1,0
417,128500,0,6,7,836.0,1,0,1,1,1372.0,2,536.0,33,1,0,0,0,0,1.853432616936364,1.5,0,0,0,1,0
418,100000,0,5,5,892.0,1,0,1,0,1324.0,2,432.0,42,1,0,0,0,0,1.853432616936364,1.0,0,0,0,1,0
419,148800,1,7,5,864.0,1,1,0,0,1764.0,2,644.0,43,1,0,0,0,0,2.1474775607565886,1.5,0,0,0,1,0
420,337500,1,5,10,1700.0,1,1,0,1,2890.0,4,1172.0,3,1,1,0,0,0,2.441522504576813,3.0,0,0,0,1,0
424,325000,2,5,9,1652.0,1,1,0,1,3224.0,4,1572.0,3,1,1,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
425,256300,1,5,8,1566.0,1,1,0,0,1600.0,4,0.0,2,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
426,253293,1,5,8,2042.0,1,1,0,0,2042.0,4,0.0,1,1,1,0,0,0,2.441522504576813,2.5,0,0,0,1,0
427,398800,1,5,9,1365.0,1,1,0,0,3676.0,4,986.0,0,1,1,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
428,335000,1,5,9,1104.0,1,1,0,0,3120.0,4,936.0,1,1,1,1,0,0,2.441522504576813,3.5,0,0,0,1,0
429,404000,1,5,9,2020.0,1,1,0,1,3252.0,4,1232.0,1,1,1,0,0,0,2.441522504576813,3.0,0,0,0,1,0
430,402861,1,5,10,2006.0,1,0,1,1,3456.0,4,1436.0,0,1,1,0,0,0,2.441522504576813,3.5,0,0,0,1,0
434,360000,1,5,9,1736.0,1,1,0,1,1736.0,4,0.0,1,1,1,0,0,0,2.441522504576813,2.0,0,0,0,1,0
435,296000,2,5,8,1782.0,1,1,0,1,3313.0,4,1531.0,5,1,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
437,255500,1,5,8,1709.0,1,1,0,1,1717.0,4,0.0,3,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
438,335000,1,5,9,1739.0,1,1,0,1,2758.0,4,1015.0,1,1,1,0,0,0,2.441522504576813,3.0,0,0,0,1,0
439,274900,1,5,8,1713.0,1,1,0,0,2801.0,4,1088.0,5,1,1,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
440,300000,1,5,9,1504.0,1,1,0,1,2568.0,4,1037.0,3,1,1,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
441,324000,1,5,9,1774.0,1,1,0,1,2950.0,4,1142.0,1,1,1,0,0,0,2.441522504576813,3.0,0,0,0,1,0
442,350000,1,5,9,1462.0,1,1,0,1,3394.0,4,1170.0,5,1,1,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
443,280000,1,5,8,1836.0,1,1,0,1,2875.0,4,1039.0,5,1,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
445,269500,1,5,7,1760.0,1,1,0,1,3022.0,4,1262.0,6,1,0,0,0,0,2.1474775607565886,3.0,0,0,0,1,0
446,233170,0,5,7,1502.0,1,1,0,0,1502.0,4,0.0,0,1,0,0,0,0,2.1474775607565886,2.0,0,0,0,1,0
449,290000,1,5,8,1082.0,1,1,0,1,2400.0,4,0.0,6,1,0,1,0,0,2.1474775607565886,3.5,0,0,0,1,0
