Id,OverallCond,MSZoning,LotArea,LandContour,LotConfig,LandSlope,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,Bathrooms,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageCars,GarageArea,WoodDeckSF,ScreenPorch,Pool,YrSold,SaleCondition,SalePrice
129,5,RL,7590,Lvl,Inside,Gtl,1Fam,2Story,6,1966,1966,BrkFace,266,TA,CBlock,0,148,660,Y,660,688,2,TA,1,Fa,Attchd,2,453,188,0,1,2006,Normal,155000
130,7,RL,8973,Lvl,Inside,Gtl,1Fam,1Story,5,1958,1991,BrkFace,85,TA,CBlock,28,413,1008,Y,1053,0,2,Other,0,NA,2Types,2,750,0,0,1,2006,Other,150000
131,6,RL,14200,Lvl,Corner,Gtl,1Fam,2Story,7,1966,1966,BrkFace,309,TA,CBlock,0,479,924,Y,1216,941,3,Gd,2,Gd,Attchd,2,487,105,0,1,2006,Normal,226000
132,5,RL,12224,Lvl,Corner,Gtl,1Fam,2Story,6,2000,2000,BrkFace,40,Gd,PConc,0,297,992,Y,1022,1032,3,Gd,1,TA,BuiltIn,2,390,24,0,1,2009,Normal,244000
133,6,RL,7388,Lvl,Corner,Gtl,1Fam,1Story,5,1959,2002,None,0,TA,CBlock,0,658,1063,Y,1327,0,1,Gd,0,NA,Detchd,2,624,0,0,1,2007,Normal,150750
134,5,RL,6853,Lvl,Inside,Gtl,1Fam,1Story,8,2001,2002,BrkFace,136,Gd,PConc,0,262,1267,Y,1296,0,2,Gd,0,NA,Attchd,2,471,192,0,1,2009,Normal,220000
135,6,RL,10335,Lvl,Inside,Gtl,1Fam,1Story,5,1968,1993,None,0,TA,CBlock,0,891,1461,Y,1721,0,3,TA,1,TA,Attchd,2,440,0,0,1,2006,Normal,180000
136,6,RL,10400,Lvl,Inside,Gtl,1Fam,1Story,7,1970,1970,BrkFace,288,TA,PConc,0,1304,1304,Y,1682,0,2,TA,1,Gd,Attchd,2,530,98,0,1,2008,Normal,174000
137,5,RL,10355,Lvl,Corner,Gtl,1Fam,1Story,5,1967,1967,BrkFace,196,TA,CBlock,0,519,1214,Y,1214,0,2,TA,1,Fa,Attchd,1,318,0,0,1,2007,Normal,143000
138,5,RL,11070,Lvl,Inside,Gtl,Duplex,1Story,7,1988,1989,BrkFace,70,TA,CBlock,0,1907,1907,Y,1959,0,3,TA,0,NA,2Types,3,766,0,0,1,2006,Other,171000
139,5,RL,9066,Lvl,Inside,Gtl,1Fam,2Story,8,1999,2000,BrkFace,320,Gd,PConc,0,336,1004,Y,1004,848,3,Gd,2,TA,Attchd,3,660,224,0,1,2008,Normal,230000
140,5,RL,15426,Lvl,Inside,Gtl,1Fam,2Story,6,1997,1997,None,0,TA,PConc,0,107,928,Y,928,836,3,Gd,0,NA,Attchd,2,470,276,0,1,2009,Normal,231500
141,5,RL,10500,Lvl,FR2,Gtl,1Fam,1Story,4,1971,1971,None,0,TA,CBlock,0,432,864,Y,864,0,1,TA,1,Po,NA,0,0,0,0,1,2010,Normal,115000
142,5,RL,11645,Lvl,Inside,Gtl,1Fam,1Story,7,2005,2005,None,0,Gd,PConc,0,434,1734,Y,1734,0,2,Gd,0,NA,Attchd,2,660,160,0,1,2006,Normal,260000
143,4,RL,8520,Lvl,Corner,Gtl,1Fam,1.5Fin,5,1952,1952,None,0,TA,CBlock,0,403,910,Y,910,475,2,TA,0,NA,Detchd,2,720,0,0,1,2010,Normal,166000
144,5,RL,10335,Lvl,Inside,Gtl,1Fam,1Story,7,1999,1999,BrkFace,183,Gd,PConc,0,811,1490,Y,1501,0,2,Gd,0,NA,Attchd,2,577,144,0,1,2009,Normal,204000
145,5,RM,9100,Lvl,Inside,Gtl,Duplex,1Story,5,1963,1963,BrkFace,336,TA,CBlock,0,396,1728,Y,1728,0,2,TA,0,NA,Detchd,2,504,0,0,1,2006,Other,125000
146,5,RM,2522,Lvl,Inside,Gtl,Twnhs,2Story,6,2004,2006,Stone,50,Gd,PConc,0,970,970,Y,970,739,2,Gd,0,NA,Detchd,2,380,0,0,1,2006,Normal,130000
147,7,RM,6120,Lvl,Corner,Gtl,1Fam,1Story,5,1931,1993,None,0,TA,BrkTil,0,506,715,Y,875,0,1,TA,0,NA,Detchd,1,180,48,0,1,2009,Normal,105000
148,5,RL,9505,Lvl,CulDSac,Gtl,1Fam,2Story,7,2001,2001,BrkFace,180,Gd,PConc,0,884,884,Y,884,1151,3,Gd,1,Gd,BuiltIn,2,434,144,0,1,2010,Normal,222500
149,5,RL,7500,Lvl,Inside,Gtl,1Fam,1Story,7,2004,2005,BrkFace,120,TA,PConc,0,400,1080,Y,1080,0,1,Gd,0,NA,NA,0,0,0,0,1,2008,Normal,141000
150,4,RM,6240,Lvl,Inside,Gtl,1Fam,1.5Fin,5,1936,1950,None,0,TA,BrkTil,0,896,896,Y,896,448,1,TA,0,NA,Detchd,1,240,200,0,1,2006,Normal,115000
151,6,RL,10356,Lvl,Corner,Gtl,1Fam,1Story,5,1975,1975,None,0,TA,CBlock,0,253,969,Y,969,0,2,TA,0,NA,Attchd,2,440,0,0,1,2007,Normal,122000
152,5,RL,13891,Lvl,Inside,Gtl,1Fam,1Story,8,2007,2008,Stone,436,Gd,PConc,0,310,1710,Y,1710,0,2,Gd,1,Gd,Attchd,3,866,0,0,1,2008,Other,372402
153,5,RL,14803,Lvl,CulDSac,Gtl,1Fam,2Story,6,1971,1971,BrkFace,252,TA,CBlock,0,409,825,Y,1097,896,3,TA,1,Gd,Attchd,2,495,0,0,1,2006,Normal,190000
154,7,RL,13500,Lvl,Inside,Gtl,1Fam,1Story,6,1960,1975,None,0,TA,CBlock,1080,93,1602,Y,1252,0,1,TA,1,Gd,Attchd,2,564,409,0,1,2008,Normal,235000
155,5,RM,11340,Lvl,Corner,Gtl,1Fam,1Story,6,1923,1950,None,0,TA,BrkTil,0,1200,1200,Y,1200,0,1,TA,0,NA,Detchd,1,312,0,0,1,2006,Other,125000
156,5,RL,9600,Lvl,Corner,Gtl,1Fam,1.5Fin,6,1924,1950,None,0,TA,BrkTil,0,572,572,N,572,524,1,TA,0,NA,NA,0,0,0,0,1,2008,Normal,79000
157,7,RL,7200,Lvl,Inside,Gtl,1Fam,1Story,5,1950,1950,None,0,TA,CBlock,0,0,0,Y,1040,0,1,TA,0,NA,Detchd,2,625,0,0,1,2006,Normal,109500
158,5,RL,12003,Lvl,Corner,Gtl,1Fam,2Story,8,2009,2010,BrkFace,84,Gd,PConc,0,774,774,Y,774,1194,3,Other,1,Gd,BuiltIn,3,680,0,0,1,2010,Other,269500
159,5,FV,12552,Lvl,Corner,Gtl,1Fam,2Story,7,2004,2005,None,0,Gd,PConc,0,769,991,Y,991,956,3,Gd,1,Gd,Attchd,2,678,0,0,1,2010,Normal,254900
160,5,RL,19378,HLS,Corner,Gtl,1Fam,2Story,7,2005,2006,BrkFace,456,Gd,PConc,0,1335,1392,Y,1392,1070,3,Gd,1,Gd,Attchd,2,576,239,0,1,2006,Other,320000
161,6,RL,11120,Lvl,CulDSac,Gtl,1Fam,1Story,6,1984,1984,None,0,TA,PConc,0,572,1232,Y,1232,0,2,TA,0,NA,Attchd,2,516,0,0,1,2008,Normal,162500
162,5,RL,13688,Lvl,Inside,Gtl,1Fam,2Story,9,2003,2004,BrkFace,664,Gd,PConc,0,556,1572,Y,1572,1096,3,Other,2,Gd,BuiltIn,3,726,400,0,1,2008,Normal,412500
163,5,RL,12182,Lvl,Corner,Gtl,1Fam,1Story,7,2005,2005,BrkFace,226,Gd,PConc,0,340,1541,Y,1541,0,2,Gd,1,Gd,Attchd,2,532,0,0,1,2010,Other,220000
164,6,RL,5500,Lvl,Inside,Gtl,1Fam,1.5Unf,4,1956,1956,None,0,TA,CBlock,0,882,882,Y,882,0,1,TA,0,NA,NA,0,0,0,0,1,2007,Normal,103200
165,7,RM,5400,Lvl,Corner,Gtl,1Fam,1Story,6,1926,2004,None,0,TA,BrkTil,0,779,1149,Y,1149,467,2,Gd,0,NA,Detchd,1,216,0,0,1,2007,Normal,152000
166,7,RL,10106,Lvl,Inside,Gtl,2fmCon,1.5Fin,5,1940,1999,None,0,TA,BrkTil,181,112,644,Y,808,547,2,TA,0,NA,NA,0,0,140,0,1,2008,Normal,127500
167,5,RL,10708,Lvl,Inside,Gtl,1Fam,1Story,5,1955,1993,None,0,Gd,CBlock,768,470,1617,Y,1867,0,1,TA,3,Gd,Attchd,1,303,476,1,1,2009,Normal,190000
168,5,RL,10562,Lvl,Inside,Gtl,1Fam,2Story,8,2007,2007,Stone,300,Gd,PConc,0,294,1582,Y,1610,551,2,Other,1,Gd,Attchd,3,789,178,0,1,2007,Other,325624
169,5,RL,8244,Lvl,Inside,Gtl,1Fam,2Story,7,2004,2004,None,0,Gd,PConc,0,840,840,Y,840,880,3,Gd,1,Gd,Attchd,2,440,100,0,1,2007,Normal,183500
170,6,RL,16669,Lvl,Corner,Gtl,1Fam,1Story,8,1981,1981,BrkFace,653,Gd,CBlock,0,1686,1686,Y,1707,0,3,TA,1,TA,Attchd,2,511,574,0,1,2006,Normal,228000
171,6,RM,12358,Lvl,Inside,Gtl,1Fam,1.5Fin,5,1941,1950,None,0,TA,CBlock,0,360,720,Y,854,0,2,TA,0,NA,Detchd,2,660,237,0,1,2007,Normal,128500
172,5,RL,31770,Lvl,Corner,Gtl,1Fam,1Story,6,1960,1960,Stone,112,TA,CBlock,0,441,1080,Y,1656,0,1,TA,2,Gd,Attchd,2,528,210,0,1,2010,Normal,215000
173,7,RL,5306,Lvl,Inside,Gtl,TwnhsE,2Story,7,1987,1987,None,0,Gd,PConc,215,354,1064,Y,1064,703,2,Gd,1,TA,Attchd,2,504,441,0,1,2006,Normal,239000
174,5,RL,10197,Lvl,Inside,Gtl,1Fam,1Story,6,1961,1961,BrkCmn,491,TA,CBlock,374,700,1362,Y,1362,0,2,TA,1,TA,Attchd,2,504,0,0,1,2008,Normal,163000
175,5,RL,12416,Lvl,Inside,Gtl,1Fam,1Story,6,1986,1986,Stone,132,TA,CBlock,208,0,1606,Y,1651,0,2,TA,1,TA,Attchd,2,616,192,0,1,2008,Normal,184000
176,7,RL,12615,Lvl,Corner,Gtl,1Fam,1Story,6,1950,2001,None,0,TA,CBlock,0,725,1202,Y,2158,0,2,Gd,1,Gd,Attchd,2,576,0,0,1,2007,Normal,243000
177,5,RL,10029,Lvl,Corner,Gtl,1Fam,2Story,6,1988,1989,BrkFace,268,Gd,PConc,0,320,1151,Y,1164,896,3,TA,1,TA,Attchd,2,521,0,1,1,2007,Normal,211000
178,5,RL,13650,Lvl,Inside,Gtl,1Fam,1.5Fin,5,1958,1958,None,0,Gd,CBlock,441,554,1052,Y,1252,668,2,Gd,1,Gd,Attchd,2,451,0,0,1,2006,Normal,172500
179,5,RL,17423,Lvl,CulDSac,Gtl,1Fam,1Story,9,2008,2009,Stone,748,Ex,PConc,0,312,2216,Y,2234,0,2,Other,1,Gd,Attchd,3,1166,0,0,1,2009,Other,501837
180,6,RM,8520,Lvl,Inside,Gtl,1Fam,1Story,5,1923,2006,None,0,Gd,CBlock,0,968,968,Y,968,0,1,TA,0,NA,Detchd,2,480,0,0,1,2007,Normal,100000
181,5,FV,2117,Lvl,Inside,Gtl,Twnhs,2Story,6,2000,2000,BrkFace,456,Gd,PConc,0,320,756,Y,769,756,3,Gd,1,TA,Detchd,2,440,0,0,1,2007,Normal,177000
182,6,RL,7588,Lvl,Inside,Gtl,1Fam,2Story,7,1920,1950,None,0,TA,BrkTil,0,441,793,Y,901,901,2,TA,1,Gd,Detchd,1,216,0,0,1,2006,Normal,200100
183,6,RL,9060,Lvl,Inside,Gtl,1Fam,1Story,5,1957,2006,BrkFace,98,TA,PConc,0,0,0,Y,1340,0,1,TA,1,Gd,Attchd,1,252,116,0,1,2007,Normal,120000
184,5,RM,11426,Lvl,Inside,Gtl,1Fam,1.5Fin,7,2003,2003,None,0,TA,PConc,0,1362,1362,Y,1362,720,3,Gd,0,NA,Detchd,2,484,280,0,1,2008,Normal,200000
185,8,RL,7438,Lvl,Inside,Gtl,1Fam,1.5Fin,5,1908,1991,None,0,TA,PConc,0,504,504,Y,936,316,1,TA,0,NA,Attchd,2,576,104,0,1,2006,Normal,127000
186,9,RM,22950,Lvl,Inside,Gtl,1Fam,2.5Fin,10,1892,1993,None,0,Gd,BrkTil,0,1107,1107,Y,1518,1518,3,Other,2,TA,Detchd,3,840,0,1,1,2006,Normal,475000
187,5,RL,9947,Lvl,CulDSac,Gtl,1Fam,SLvl,7,1990,1991,None,0,TA,PConc,0,577,1188,Y,1217,0,2,Gd,0,NA,Attchd,2,497,168,0,1,2009,Normal,173000
188,7,RL,10410,Lvl,Inside,Gtl,1Fam,1.5Fin,5,1916,1987,None,0,TA,CBlock,0,660,660,Y,808,704,3,TA,0,NA,Detchd,1,180,0,0,1,2009,Normal,135000
189,5,RL,7018,Bnk,Inside,Gtl,Duplex,SFoyer,5,1979,1979,Stone,275,TA,CBlock,0,0,1086,Y,1224,0,2,TA,2,TA,Detchd,2,528,120,0,1,2009,Other,153337
190,5,RL,4923,Lvl,Inside,Gtl,TwnhsE,1Story,8,2001,2002,None,0,Gd,PConc,0,440,1593,Y,1593,0,2,Other,1,Gd,Attchd,2,682,0,1,1,2008,Normal,286000
191,8,RL,10570,Bnk,Inside,Mod,1Fam,2Story,8,1932,1994,None,0,Gd,CBlock,0,556,853,Y,1549,1178,3,Gd,2,TA,Detchd,2,440,0,0,1,2007,Normal,315000
192,9,RL,7472,Lvl,CulDSac,Gtl,1Fam,2Story,7,1972,2004,BrkFace,138,TA,CBlock,0,99,725,Y,725,754,2,Gd,0,NA,Attchd,2,484,0,0,1,2007,Normal,184000
193,5,RL,9017,Lvl,Inside,Gtl,1Fam,1Story,7,1999,1999,None,0,Gd,PConc,0,871,1431,Y,1431,0,2,Gd,0,NA,Attchd,2,666,0,0,1,2009,Normal,192000
194,5,RM,2522,Lvl,Inside,Gtl,Twnhs,2Story,7,2004,2004,Stone,50,Gd,PConc,0,970,970,Y,970,739,2,Gd,0,NA,Detchd,2,380,0,0,1,2006,Normal,130000
195,7,RL,7180,Lvl,Inside,Gtl,1Fam,1Story,5,1972,1972,None,0,TA,CBlock,0,474,864,Y,864,0,1,TA,0,NA,Detchd,1,352,0,0,1,2008,Normal,127000
196,6,RL,2280,Lvl,FR2,Gtl,Twnhs,2Story,6,1976,1976,None,0,TA,CBlock,0,289,855,Y,855,601,3,TA,1,TA,Attchd,2,440,87,0,1,2009,Normal,148500
197,5,RL,9416,Lvl,Inside,Gtl,1Fam,1Story,7,2007,2007,Stone,205,Ex,PConc,0,600,1726,Y,1726,0,2,Other,1,Gd,Attchd,3,786,171,1,1,2007,Other,311872
198,4,RL,25419,Lvl,Corner,Gtl,1Fam,2Story,8,1918,1990,None,0,Gd,PConc,184,140,1360,Y,1360,1360,2,Gd,1,Ex,Detchd,2,795,0,0,0,2006,Other,235000
199,6,RM,5520,Lvl,Corner,Gtl,1Fam,2.5Fin,6,1912,1950,None,0,TA,CBlock,0,755,755,Y,929,929,1,TA,0,NA,NA,0,0,0,0,1,2009,Other,104000
200,5,RL,9591,Lvl,Inside,Gtl,1Fam,1Story,8,2004,2005,BrkFace,262,Gd,PConc,0,625,1713,Y,1713,0,2,Other,1,Gd,Attchd,3,856,0,1,1,2009,Normal,274900
201,5,RM,8546,Lvl,Corner,Gtl,1Fam,1Story,4,2003,2004,None,0,TA,PConc,0,1121,1121,Y,1121,0,2,TA,0,NA,Attchd,2,440,132,0,1,2010,Normal,140000
202,6,RL,10125,Lvl,Inside,Gtl,1Fam,1Story,6,1977,1977,None,0,TA,CBlock,279,276,1196,Y,1279,0,2,TA,2,Fa,Detchd,2,473,238,0,1,2008,Normal,171500
203,6,RL,7000,Lvl,Corner,Gtl,1Fam,1.5Fin,6,1924,1950,None,0,TA,BrkTil,0,0,617,Y,865,445,2,TA,0,NA,Attchd,1,398,0,0,1,2006,Normal,112000
204,5,RM,4438,Lvl,Inside,Gtl,TwnhsE,1Story,6,2004,2004,BrkFace,205,Gd,PConc,0,186,848,Y,848,0,1,Gd,1,Gd,Attchd,2,420,149,0,1,2008,Normal,149000
205,7,RM,3500,Lvl,Inside,Gtl,1Fam,1.5Fin,5,1947,1950,None,0,TA,CBlock,0,408,720,Y,720,564,2,TA,0,NA,Detchd,1,240,0,0,1,2009,Normal,110000
206,5,RL,11851,Lvl,Corner,Gtl,1Fam,1Story,7,1990,1990,None,0,TA,PConc,0,1424,1424,Y,1442,0,2,TA,0,NA,Attchd,2,500,0,0,1,2009,Normal,180500
207,5,RL,13673,Lvl,CulDSac,Gtl,1Fam,1Story,5,1962,1962,None,0,TA,CBlock,0,1140,1140,Y,1696,0,2,TA,1,TA,Attchd,1,349,0,0,1,2007,Normal,143900
208,5,RL,12493,Lvl,Inside,Gtl,1Fam,1Story,4,1960,1960,None,0,TA,PConc,306,375,1100,Y,1100,0,1,TA,1,Po,Attchd,1,312,355,0,1,2008,Normal,141000
209,5,RL,14364,Low,Inside,Mod,1Fam,2Story,7,1988,1989,BrkFace,128,Gd,CBlock,0,92,1157,Y,1180,882,3,TA,1,Gd,Attchd,2,454,60,1,1,2007,Normal,277000
210,7,RL,8250,Lvl,Inside,Gtl,1Fam,1Story,6,1964,1964,Stone,260,TA,CBlock,0,305,1092,Y,1092,0,1,TA,0,NA,Attchd,2,504,0,0,1,2008,Normal,145000
211,6,RL,5604,Lvl,Inside,Gtl,1Fam,1Story,5,1925,1950,None,0,TA,CBlock,0,396,864,N,864,0,1,TA,0,NA,NA,0,0,0,0,1,2008,Normal,98000
212,5,RL,10420,Lvl,Corner,Gtl,1Fam,1Story,6,2009,2009,None,0,TA,PConc,0,1176,1212,Y,1212,0,2,Gd,0,NA,Attchd,2,460,100,0,1,2010,Normal,186000
213,5,FV,8640,Lvl,Inside,Gtl,1Fam,2Story,7,2009,2009,None,0,TA,PConc,0,78,900,Y,932,920,3,Gd,1,TA,Attchd,2,644,168,0,1,2009,Other,252678
214,5,RL,13568,Lvl,CulDSac,Gtl,1Fam,1Story,5,1995,1995,None,0,TA,PConc,0,274,990,Y,990,0,1,TA,0,NA,Attchd,2,576,224,0,1,2006,Normal,156000
215,7,RL,10900,Lvl,FR2,Gtl,1Fam,2Story,6,1977,1977,BrkFace,153,TA,CBlock,0,311,689,Y,689,703,2,TA,0,NA,Attchd,1,299,0,0,1,2010,Normal,161750
216,6,RL,10011,Lvl,Inside,Gtl,1Fam,1Story,5,1957,1996,BrkFace,64,TA,CBlock,0,710,1070,Y,1236,0,1,Gd,1,Fa,Attchd,1,447,0,0,1,2006,Normal,134450
217,5,RL,8450,Lvl,Inside,Gtl,1Fam,1Story,7,2004,2004,BrkFace,266,Gd,PConc,0,490,1436,Y,1436,0,2,Gd,0,NA,Attchd,2,484,139,0,1,2008,Normal,210000
218,4,RM,9906,Lvl,Inside,Gtl,1Fam,2Story,4,1925,1950,None,0,TA,CBlock,0,686,686,N,810,518,1,TA,0,NA,Detchd,1,210,0,0,1,2006,Other,107000
219,9,RL,15660,Lvl,Corner,Gtl,1Fam,1.5Fin,7,1939,2006,BrkFace,312,Gd,CBlock,0,457,798,Y,1137,817,2,Gd,2,TA,Attchd,2,431,0,0,1,2008,Normal,311500
220,5,RL,3010,Lvl,Inside,Gtl,TwnhsE,1Story,7,2005,2006,BrkFace,16,Gd,PConc,0,1232,1248,Y,1248,0,2,Gd,0,NA,Attchd,2,438,108,0,1,2006,Other,167240
221,5,RL,8990,Lvl,Inside,Gtl,1Fam,1Story,7,2006,2006,None,0,Gd,PConc,0,1498,1498,Y,1498,0,2,Gd,0,NA,Attchd,2,675,351,0,1,2006,Other,204900
222,5,RL,8068,Lvl,Inside,Gtl,1Fam,2Story,6,2002,2002,None,0,Gd,PConc,0,1010,1010,Y,1010,1257,3,Gd,1,TA,BuiltIn,2,390,120,0,1,2009,Normal,200000
223,6,RL,11475,Lvl,Inside,Gtl,1Fam,2Story,6,1975,1975,None,0,TA,CBlock,0,163,713,Y,811,741,3,TA,1,TA,Attchd,2,434,209,0,1,2006,Normal,179900
224,6,RL,10500,Lvl,FR2,Gtl,1Fam,1Story,4,1971,1971,None,0,TA,CBlock,180,160,864,Y,864,0,1,TA,0,NA,Detchd,2,576,216,0,1,2009,Other,97000
225,5,RL,13472,Lvl,Inside,Gtl,1Fam,1Story,10,2003,2003,BrkFace,922,Ex,PConc,0,2336,2392,Y,2392,0,2,Other,1,Ex,Attchd,3,968,248,0,1,2009,Normal,386250
226,5,RM,1680,Lvl,Inside,Gtl,Twnhs,2Story,5,1971,1971,BrkFace,142,TA,CBlock,0,630,630,Y,630,672,3,TA,0,NA,Detchd,1,280,0,0,1,2009,Other,112000
227,5,RL,9950,Lvl,Inside,Gtl,1Fam,2Story,7,1995,1995,BrkFace,290,Gd,PConc,0,638,1203,Y,1214,1306,3,Gd,1,TA,Attchd,3,721,224,0,1,2007,Other,290000
228,6,RM,1869,Lvl,Inside,Gtl,Twnhs,2Story,6,1970,1970,BrkFace,127,TA,CBlock,0,162,483,Y,483,504,2,TA,0,NA,Detchd,1,280,0,0,1,2008,Normal,106000
229,5,RL,8521,Lvl,FR2,Gtl,1Fam,1Story,5,1967,1967,None,0,TA,CBlock,0,70,912,Y,912,0,1,TA,1,Fa,Detchd,1,336,0,0,1,2010,Normal,125000
230,5,RL,3182,Lvl,Inside,Gtl,TwnhsE,1Story,7,2005,2006,BrkFace,16,Gd,PConc,0,1357,1373,Y,1555,0,2,Gd,1,TA,Attchd,2,430,143,0,1,2009,Normal,192500
231,6,RL,8760,Lvl,Inside,Gtl,1Fam,1Story,6,1959,1959,BrkFace,220,TA,CBlock,0,1194,1194,Y,1194,0,1,TA,0,NA,Attchd,1,312,0,0,1,2010,Normal,148000
232,5,RL,15138,Lvl,Inside,Gtl,1Fam,2Story,8,1995,1996,BrkFace,506,Gd,PConc,0,773,1462,Y,1490,1304,3,Other,1,TA,Attchd,3,810,0,0,1,2009,Normal,403000
233,5,RM,1680,Lvl,Inside,Gtl,Twnhs,2Story,6,1972,1972,BrkFace,297,TA,CBlock,0,483,483,Y,483,504,2,TA,1,Po,Attchd,1,288,0,0,1,2006,Normal,94500
234,6,RL,10650,Lvl,Corner,Gtl,1Fam,1Story,5,1976,1976,None,0,TA,CBlock,712,0,894,Y,894,0,1,TA,0,NA,Attchd,1,308,365,0,1,2010,Normal,128200
235,5,RL,7851,Lvl,Inside,Gtl,1Fam,2Story,6,2002,2002,NA,,Gd,PConc,0,235,860,Y,860,1100,3,Gd,2,TA,BuiltIn,2,440,288,0,1,2010,Normal,216500
236,3,RM,1680,Lvl,Inside,Gtl,TwnhsE,2Story,6,1971,1971,BrkFace,604,TA,CBlock,0,125,483,Y,483,504,2,TA,0,NA,Detchd,1,264,0,0,1,2008,Normal,89500
237,5,RL,8773,Lvl,FR2,Gtl,1Fam,1Story,7,2004,2004,BrkFace,98,Gd,PConc,0,1390,1414,Y,1414,0,2,Gd,0,NA,Attchd,2,494,132,0,1,2010,Normal,185500
238,7,RL,9453,Lvl,CulDSac,Gtl,1Fam,2Story,7,1993,2003,None,0,Gd,PConc,0,594,996,Y,1014,730,3,Gd,0,NA,Attchd,2,457,370,0,1,2010,Normal,194500
239,5,RL,12030,Lvl,Inside,Gtl,1Fam,1Story,8,2007,2007,BrkFace,254,Ex,PConc,0,1694,1694,Y,1694,0,2,Gd,0,NA,Attchd,3,818,168,0,1,2007,Other,318000
240,4,RL,8741,Lvl,Inside,Gtl,1Fam,1.5Fin,6,1945,1950,None,0,TA,CBlock,0,641,735,Y,798,689,2,TA,1,Gd,Detchd,1,220,0,0,1,2010,Normal,113000
241,5,FV,9000,Lvl,Inside,Gtl,1Fam,1Story,8,2008,2008,Stone,36,Gd,PConc,0,488,1566,Y,1566,0,2,Gd,0,NA,Attchd,2,750,144,0,1,2010,Normal,262500
242,9,RM,3880,Lvl,Inside,Gtl,1Fam,1Story,5,1945,1997,None,0,TA,CBlock,0,357,686,Y,866,0,1,Gd,0,NA,NA,0,0,58,0,1,2007,Normal,110500
243,4,RM,5000,Lvl,Corner,Gtl,1Fam,1.5Fin,5,1900,1950,None,0,TA,BrkTil,0,540,540,N,889,551,1,TA,0,NA,Attchd,1,352,0,0,1,2006,Normal,79000
244,6,RL,10762,Lvl,Corner,Gtl,TwnhsE,2Story,6,1980,1980,None,0,TA,CBlock,0,626,626,Y,626,591,2,TA,1,TA,Attchd,1,288,0,0,1,2009,Normal,120000
245,5,RL,8880,Lvl,Inside,Gtl,1Fam,2Story,7,1994,2002,None,0,Gd,PConc,0,253,948,Y,1222,888,3,Gd,2,Fa,Attchd,2,463,0,0,1,2010,Normal,205000
246,5,RL,10400,Lvl,Inside,Gtl,1Fam,1Story,7,1988,1988,BrkFace,102,TA,CBlock,0,916,1845,Y,1872,0,2,TA,1,TA,Attchd,2,604,197,0,1,2006,Normal,241500
247,8,RM,9142,Lvl,Inside,Gtl,2fmCon,2Story,6,1910,1950,None,0,TA,Stone,0,1020,1020,N,908,1020,2,Other,0,NA,Detchd,1,440,0,0,1,2006,Normal,137000
248,5,RL,11310,Lvl,Inside,Gtl,1Fam,1Story,6,1954,1954,None,0,TA,CBlock,0,1367,1367,Y,1375,0,1,TA,1,TA,Attchd,2,451,0,0,1,2006,Normal,140000
249,5,RL,11317,Lvl,Inside,Gtl,1Fam,2Story,7,2003,2003,BrkFace,101,Gd,PConc,0,840,840,Y,840,828,3,Gd,0,NA,Attchd,2,500,144,0,1,2007,Normal,180000
250,7,RL,159000,Low,CulDSac,Sev,1Fam,1.5Fin,6,1958,2006,BrkCmn,472,Gd,CBlock,0,747,1444,Y,1444,700,2,Gd,2,TA,Attchd,2,389,0,0,1,2007,Normal,277000
251,2,RL,5350,Lvl,Inside,Gtl,1Fam,1Story,3,1940,1966,None,0,TA,CBlock,0,728,728,Y,1306,0,1,Other,0,NA,NA,0,0,263,0,1,2010,Normal,76500
252,5,RM,4750,HLS,Inside,Mod,TwnhsE,1Story,8,2006,2007,Stone,481,Gd,PConc,0,0,1573,Y,1625,0,2,Gd,1,Gd,Attchd,2,538,123,1,1,2007,Other,235000
253,5,RL,8366,Lvl,Inside,Gtl,1Fam,2Story,6,2004,2004,None,0,Gd,PConc,0,798,798,Y,798,842,3,Gd,0,NA,Attchd,2,520,138,0,1,2008,Normal,173000
254,7,RL,9350,Lvl,Inside,Gtl,1Fam,SLvl,6,1964,1991,BrkFace,108,TA,CBlock,580,452,1302,Y,1302,0,2,Gd,0,NA,Attchd,1,309,333,0,1,2007,Normal,158000
255,6,RL,8400,Lvl,Inside,Gtl,1Fam,1Story,5,1957,1957,None,0,TA,CBlock,0,392,1314,Y,1314,0,1,TA,0,NA,Attchd,1,294,250,0,1,2010,Normal,145000
256,5,RL,8738,Lvl,Inside,Gtl,1Fam,2Story,7,1999,1999,BrkFace,302,Gd,PConc,0,975,975,Y,1005,1286,3,Gd,1,TA,BuiltIn,2,429,192,0,1,2006,Normal,230000
257,5,FV,8791,Lvl,Inside,Gtl,1Fam,2Story,6,2003,2003,None,0,Gd,PConc,0,361,864,Y,864,864,3,Gd,0,NA,Attchd,2,673,216,0,1,2008,Normal,207500
258,5,RL,8814,Lvl,Inside,Gtl,1Fam,1Story,7,2006,2006,Stone,180,Gd,PConc,0,270,1604,Y,1604,0,3,Gd,1,Gd,Attchd,2,660,123,0,1,2009,Other,220000
